,responsibilities,requirements,url,text
HR Coordinator,"Respond to internal and external HR related inquiries or requests and provide assistance
Redirect HR related calls or distribute correspondence to the appropriate person of the team
Maintain records of personnel-related data (payroll, personal information, leaves, turnover rates etc.) in both paper and the database and ensure all employment requirements are met
Liaise with other departments or functions (payroll, benefits etc.)
Support the recruitment/hiring process by sourcing candidates, performing background checks, assisting in shortlisting, issuing employment contracts etc. 
Assist supervisors in performance management procedures
Schedule meetings, interviews, HR events etc. and maintain the team’s agenda
Coordinate training sessions and seminars
Perform orientations, onboarding and update records with new hires
Produce and submit reports on general HR activity
Assist in ad-hoc HR projects, like collection of employee feedback
Support other functions as assigned
","Proven experience as an HR coordinator or relevant human resources/administrative position
Knowledge of human resources processes and best practices
Strong ability in using MS Office (MS Excel and MS Powerpoint, in particular)
Experience with HR databases and HRIS systems (e.g. Virtual Edge)
Ability to work with ATS software
In-depth understanding of sourcing tools, like resume databases and online communities
Familiarity with social media recruiting
Outstanding communication and interpersonal skills
Ability to handle data with confidentiality
Good organizational and time management skills
CIPD certification is an advantage
BSc/BA in Business Administration or relevant field; additional education in Human Resource Management will be a plus
",https://resources.workable.com/hr-coordinator-job-description,"HR Coordinator job descriptionThe ideal candidate will have a broad knowledge of Human Resources as well as general administrative responsibilities. He/She will be able to work autonomously and efficiently to ensure the end-to-end running of HR projects and operations. To succeed in this role, you should be familiar using HR software and tools.
Ultimately, you should be able to contribute to the attainment of specific goals and results of the HR department and the organization.
"
HR Director,"Develop corporate plans for a variety of HR matters such as compensation, benefits, health and safety etc.
Act to support the human factor in the company by devising strategies for performance evaluation, staffing, training and development etc.
Oversee all HR initiatives, systems and tactics
Supervise the work of HR personnel and provide guidance
Serve as the point of contact for employment relations and communicate with labor unions
Monitor adherence to internal policies and legal standards
Deal with grievances and violations invoking disciplinary action when required
Anticipate and resolve litigation risks
Report to senior management by analyzing data and using HR metrics
","Proven experience as HR Director
Full understanding of the way an organization operates to meet its objectives
Excellent knowledge of employment legislation and regulations
Thorough knowledge of human resource management principles and best practices
A business acumen partnered with attention to the human element
Knowledge of data analysis and reporting
Excellent organizational and leadership skills
Outstanding communication and interpersonal skills
Diligent and firm with high ethical standards
BSc/BA in human resources, business administration or relevant field; MSc/MA in human resources will be a plus
",https://resources.workable.com/hr-director-job-description,"HR Director job descriptionAn HR Director must be an experienced professional with deep knowledge of all matters concerning HR departments. You should be able to manage programs and lead staff while also possessing a strong strategic mindset.
The goal is to ensure that all HR needs of the company are being met and are aligned with all business objectives.
"
HR Generalist,"Administer compensation and benefit plans
Assist in talent acquisition and recruitment processes
Conduct employee onboarding and help plan training & development
Provide support to employees in various HR related topics such as leaves, compensation etc. and resolve issues and problems
Promote HR programs to create an efficient and conflict-free workplace
Assist in development and implementation of human resource policies
Undertake tasks in performance management
Gather and analyze data with useful HR metrics
Maintain employee files and records in electronic and paper form
","Proven experience as HR Generalist
Understanding of general human resources policies and procedures
Good knowledge of employment/labor laws
Outstanding knowledge of MS Office; HRIS systems (e.g. PeopleSoft) will be a plus
Excellent communication and people skills
Aptitude in problem-solving
Desire to work as a team with a results driven approach
BSc/BA in Business administration or relevant field
Additional HR training will be a plus
",https://resources.workable.com/hr-generalist-job-description,"HR Generalist job descriptionIf you are looking to kickstart your career in HR, this is the place to be. Due to the diversity of responsibilities of the role, the ideal candidate will be a competent and resourceful individual with a passion for HR.
The goal is to ensure the HR department’s operations will be running smoothly and effectively to deliver maximum value to the organization as a whole.
"
HR Officer,"Support the development and implementation of HR initiatives and systems
Provide counseling on policies and procedures 
Be actively involved in recruitment by preparing job descriptions, posting ads and managing the hiring process
Create and implement effective onboarding plans
Develop training and development programs
Assist in performance management processes
Support the management of disciplinary and grievance issues
Maintain employee records (attendance, EEO data etc.) according to policy and legal requirements
Review employment and working conditions to ensure legal compliance
","Proven experience as HR officer, administrator or other HR position
Knowledge of HR functions (pay & benefits, recruitment, training & development etc.)
Understanding of labor laws and disciplinary procedures
Proficient in MS Office; knowledge of HRMS is a plus
Outstanding organizational and time-management abilities
Excellent communication and interpersonal skills
Problem-solving and decision-making aptitude
Strong ethics and reliability
BSc/BA in business administration, social studies or relevant field; further training will be a plus
HR Credentials (e.g. PHR from the HR Certification Institute)
",https://resources.workable.com/hr-officer-job-description,"HR Officer job descriptionIf you are passionate about HR and highly efficient, give us a chance to meet you. We expect you to have knowledge of various HR functions. We want to see a committed and approachable individual and be impressed with your character and skills.
The goal will be to provide excellent assistance and support to employees and managers.
"
Handyman,"Clean facilities by sweeping, dusting etc.
Perform maintenance and light repairs
Perform routine landscaping on the grounds
Paint and fill gaps or crevices (on walls, sidewalks etc.)
Undertake light installation or carpenting (e.g. build cabinets)
Repair equipment or appliances
Assist tradespeople with electrical, plumbing or HVAC repairs
Undertake duties as assigned or emergency tasks (e.g. shoveling snow)
Identify and report the need for major repairs
","Proven experience as handyman
Experience with hardware tools and electrical equipment
Basic understanding of electrical, plumbing or HVAC systems
Basic math skills
Good communication ability
Well-organized and apt in problem-solving
Attention to detail
High school diploma or equivalent
",https://resources.workable.com/handyman-job-description,"Handyman job descriptionDeft hands and technical knowledge are important parts of a handyman’s arsenal. You must be well-organized with strong general repair skills. A keen eye for detail and physical stamina are valued greatly in this job.
"
Head Chef,"Control and direct the food preparation process and any other relative activities
Construct menus with new or existing culinary creations ensuring the variety and quality of the servings
Approve and “polish” dishes before they reach the customer
Plan orders of equipment or ingredients according to identified shortages
Arrange for repairs when necessary
Remedy any problems or defects
Be fully in charge of hiring, managing and training kitchen staff
Oversee the work of subordinates
Estimate staff’s workload and compensations
Maintain records of payroll and attendance
Comply with nutrition and sanitation regulations and safety standards
Foster a climate of cooperation and respect between co-oworkers
","Proven experience as head chef
Exceptional proven ability of kitchen management
Ability in dividing responsibilities and monitoring progress
Outstanding communication and leadership skills
Up-to-date with culinary trends and optimized kitchen processes
Good understanding of useful computer programs (MS Office, restaurant management software, POS)
Credentials in health and safety training
Degree in Culinary science or related certificate
",https://resources.workable.com/head-chef-job-description,"Head Chef job descriptionWe are looking for an experienced and qualified Head Chef to organize the kitchen’s activities. You will be the first in command in the facilities and will create and inspect dishes before they arrive at the customers ensuring high quality and contentment. 
"
Health Unit Coordinator,"Greet patients and hand out forms
Keep appointment calendar and other schedules
Transcribe doctor’s orders
Maintain medical charts and graph vital signs
Issue or locate documents (birth/death certificates, discharge notes etc.)
Update databases with patient information
Collaborate with medical and non-medical staff
Order supplies when needed
Undertake other duties as assigned
","Proven experience as health unit coordinator or similar role
Experience using medical records and databases
Good knowledge of relevant medical terminology
Experience in medical transcription is a plus
Outstanding communication and customer service ability
Excellent organizational and multi-tasking skills
Team player
High school diploma
Successful completion of a HUC training program is preferred
Professional certification is a plus
",https://resources.workable.com/health-unit-coordinator-job-description,"Health Unit Coordinator job descriptionThe facility’s smooth operation is a HUC’s primary goal. You will ensure that information is stored and disseminated correctly between medical staff and to patients.
"
Healthcare,,,https://resources.workable.com/category/job-descriptions/healthcare-job-descriptions/,
Healthcare Administrator,"Monitor budgets and prepare reports
Maintain medical and staff records
Track medical and office supplies stock
Update patient health records, including admissions and insurance data
Create work schedules for staff members
Keep records of expenses and suggest ways to minimize costs
Answer queries from doctors, nurses and patients
Liaise with medical staff to identify efficiencies in the facility’s operations
Ensure compliance with current healthcare regulations
","Proven work experience as a Healthcare Administrator, Medical Office Manager or relevant role
Knowledge of healthcare regulations and medical law
Understanding of medical terminology
Experience with administrative and accounting procedures
Familiarity with databases and spreadsheets (especially MS Excel)
Strong organizational and time-management skills
Communication skills with a problem-solving attitude
BS degree in Healthcare Administration or Business Administration, with a qualification in healthcare
",https://resources.workable.com/healthcare-administrator-job-description,"Healthcare Administrator job descriptionFor this role, you should understand healthcare regulations and be able to handle medical information discretely. Healthcare Administration duties include budgeting, ordering medical supplies and maintaining employee records. Our ideal candidate has previous experience as a Healthcare Administrator and is able to complete administrative tasks accurately, and in a timely manner.
Ultimately, you should be able to ensure our medical facility runs efficiently and profitably.
"
Healthcare Data Analyst,"Understand health care operations and systems
Create and validate record-keeping processes
Pull and integrate data from disparate sources (e.g. cost and claims or clinical data)
Evaluate and preprocess raw information
Delve into data to discover discrepancies and patterns
Build models that capture a wide range of health care operations
Present and explain information in an accessible way (e.g budgeting reports)
Suggest ways to both increase healthcare quality and reduce costs (e.g. money spent in R&D)
Collaborate with management and internal teams to implement and evaluate improvements
","Proven experience as a Healthcare Data Analyst
Experience in data analysis and visualization methods
Understanding of healthcare procedures
Knowledge of Extract, Transform and Load (ETL) frameworks
Proficient in SQL and analysis tools (e.g. SAS)
Knowledge of Enterprise Data Warehouse (EDW) and data management systems
Excellent analytical and communication skills
Outstanding organizational and problem-solving aptitude
BSc/BA in Health Informatics, Statistics, Mathematics or a related field
",https://resources.workable.com/healthcare-data-analyst-job-description,"Healthcare Data Analyst job descriptionTo succeed in this role, you should be analytical and resourceful. You should also be an excellent communicator who’s able to tell the story behind raw data to non-technical audiences. If you also have experience in the healthcare industry, we’d like to meet you.
Your goal will be to help us operate profitably and streamline our processes to keep patients and employees satisfied.
"
Help Desk Manager,"Manage the help desk team and evaluate performance
Ensure customer service is timely and accurate on a daily basis
Recruit, train and support help desk representatives and technicians
Set specific customer service standards
Contribute to improving customer support by actively responding to queries and handling complaints
Establish best practices through the entire technical support process
Follow up with customers to identify areas of improvement
Develop daily, weekly and monthly reports on help desk team’s productivity
Provide customer feedback to the appropriate internal teams, like product developers
","Proven work experience as a Help desk manager
Hands on experience with help desk and remote control software
Solid technical background with an ability to give instructions to a non-technical audience
Customer-service oriented with a problem-solving attitude
Excellent written and verbal communications skills
Team management skills
BSc degree in Computer Science, Information Technology or relevant field
",https://resources.workable.com/help-desk-manager-job-description,"Help Desk Manager job descriptionAs a Help desk manager, you should have a solid technical background combined with customer service experience. A problem-solving attitude with an ability to motivate your team to achieve specific goals are essential skills to perform well in this position.
Ultimately, you should be able to ensure high quality technical support and increase client satisfaction.
"
Help Desk Specialist,"Provide first level contact and convey resolutions to customer issues
Properly escalate unresolved queries to the next level of support
Track, route and redirect problems to correct resources
Update customer data and produce activity reports
Walk customers through problem solving process
Follow up with customers, provide feedback and see problems through to resolution
Utilise excellent customer service skills and exceed customers’ expectations
Ensure proper recording, documentation and closure
Recommended procedure modifications or improvements
Preserve and grow your knowledge of help desk procedures, products and services
","Proven working experience in providing help desk support
Proficiency in English
Working knowledge of help desk software, databases and remote control
Strong client-facing and communication skills
Advanced troubleshooting and multi-tasking skills
Customer service orientation
BS degree in Information Technology, Computer Science or equivalent
",https://resources.workable.com/help-desk-specialist-job-description,Help Desk Specialist job description
Home Health Aide,"Provide health care services in patients residences
Perform domestic and household tasks
Transport and accompany patients to doctors office or to hospital
Administer simple prescribed medications
Assist with clients personal care activities
Monitor patients (vital signs, temperature, respiration, etc) and report on their condition
Maintain patients care records and document provided services
Assist patients with mobility and physical therapies/exercises
Instruct and counsel patients and families on diet and exercise
Collect routine specimens
Provide companionship and basic emotional or psychological support
","Proven working experience as home health aide
Ability to monitor vital signs and to collect specimens
Familiarity with basic nutrition and personal hygiene standards
Proficiency in English
Nursing  and health care administration skills
Caring and compassionate personality
Current CPR certificate
First Aid training
Valid driver’s licence
High school degree
",https://resources.workable.com/home-health-aide-job-description,Home Health Aide job description
Hospice Nurse,"Collaborate with physicians and other professionals to plan care
Make frequent visits to the patient to evaluate their condition
Provide support and comfort according to individual patient’s needs
Work with caregivers to plan and execute excellent patient care
Help in administering medication
Alleviate sudden symptoms of the disease’s end phase
Notify a doctor for a patient’s condition when deemed necessary
Assist patients and their families with paperwork
Maintain accurate records
Help relatives cope with the upcoming loss and provide post-mortem support
","Proven experience as hospice nurse or registered nurse
Knowledge of nursing care processes and medication guidelines/side-effects
Committed to safety precautions and high ethical standards
Proficient in English
Sound judgement and attention to detail
Excellent communication skills and a compassionate nature
Cool-tempered and patient
Emotional/mental stability and stamina
Formal nurse training; certification as hospice nurse is a plus
Current CPR certificate
",https://resources.workable.com/hospice-nurse-job-description,"Hospice Nurse job descriptionFor this role, you need to be a registered nurse who sees the value of hospice care in alleviating pain and suffering. A compassionate nature and excellent interpersonal skills will make you a good candidate for this position. We expect you to be knowledgeable in caring for the terminally ill, performing tasks such as administering medication and providing emotional support.
The goal is to help patients live their final days with dignity and comfort.
"
Hospital Administration Manager,"Supervise daily administrative operations
Monitor expenses and suggest cost-effective alternatives
Create quarterly and annual budgets
Develop and implement effective policies for all operational procedures
Prepare work schedules
Maintain organized medical and employee records
Monitor administrative staff’s performance
Train new employees
Ensure prompt ordering and stocking of medical and office supplies
Answer queries from doctors, nurses and healthcare staff
Resolve potential issues with patients
Stay up-to-date with healthcare regulations
","Proven work experience as a Hospital Administration Manager, Medical Office Manager or similar role
Knowledge of medical terminology and hospital industry
Hands-on experience with database systems and MS Excel
Solid understanding of healthcare procedures and regulations
Basic accounting skills
Familiarity with medical transcription
Excellent organizational and time management skills
Ability to supervise and train team members
Problem-solving attitude
BS degree in Healthcare Administration, Business Administration or relevant field
",https://resources.workable.com/hospital-administration-manager-job-description,"Hospital Administration Manager job descriptionUltimately, you’ll be responsible for making sure our hospital operations run smoothly.
"
Hospitality,,,https://resources.workable.com/category/job-descriptions/hospitality-job-descriptions/,
Hospitality Manager,"Hire qualified personnel according to standards
Organize and coordinate operations to ensure maximum efficiency
Supervise and evaluate staff
Ensure supplies and equipment are adequate in quantity and quality
Handle customer complaints when necessary
Assist in pricing products or services
Assume responsibility of budgeting and monitoring expenses
Enforce adherence to regulations and quality standards
Ensure all records are kept properly and consistently
Review and prepare reports for senior management
","Proven experience as hospitality manager
Hands-on experience in customer service or sales
Solid understanding of hospitality procedures and best practices
Knowledge of quality standards (e.g. ISO)
Proficient in MS Office and relevant software (e.g. ERP)
Excellent organizational and leadership skills
Outstanding communication (verbal and written) and interpersonal skills
Problem-solving aptitude
BSc/BA in hospitality management
",https://resources.workable.com/hospitality-manager-job-description,"Hospitality Manager job descriptionHospitality managers, whether they work at lodgings or restaurants, are always focused on ensuring excellent customer experience. They are leaders and problem solvers. Excellent communication and organizational skills are vital.
"
Hotel Concierge,"Welcome customers upon entrance and confirm reservations
Act as the point of reference for guests who need assistance or information and attend to their wishes and requirements
Understand customer’s needs and provide them with personalized solutions by suggesting activities and facilities provided by the hotel
Acquire extensive knowledge of the premises and the nearby venues and businesses to make the most suitable recommendations
Arrange events, excursions, transportation etc. upon request from hotel residents
Answer the phone and make reservations, take and distribute messages or mail and redirect calls
Respond to complaints and find the appropriate solution
","Proven experience as concierge; experience in customer service or relevant role is an advantage
Proficiency in English; multilingual is strongly preferred
Excellent communication skills
Polite and confident with a great deal of patience 
Ability in multitasking and time-management
Aptitude in resolving issues with a customer-focused orientation
High school diploma; degree in hotel management or relevant field will be a plus
",https://resources.workable.com/hotel-concierge-job-description,"Hotel Concierge job descriptionThe ideal candidate will be a smart and trustworthy individual able to provide customers with a warm greeting and handle all incoming requests. In addition, you will be responsible to protect the hotel and its residents by monitoring who comes in and out of our premises.
The goal is to contribute to an overall pleasant customer experience to increase our reputation and ensure sustainable growth.
"
Hotel Maintenance Manager,"Inspect hotel regularly to ensure it meets safety standards
Arrange for routine maintenance in hotel rooms, lobbies and facilities (e.g. kitchens, tennis courts)
Organize repair projects in a manner that does not disturb guests
Plan and oversee renovations and construction
Act fast to resolve emergency issues (e.g. power outages)
Find ways to reduce hotel operating costs and conserve energy
Supervise team of Maintenance Technicians and Janitors
Manage relationships with contractors and service providers
Maintain budgets, expenses and activity logs
","Proven experience as a Hotel Maintenance Manager or Maintenance Supervisor
In-depth knowledge of health and safety regulations
Familiarity with plumbing, electrical, sewer and HVAC systems; hotel industry experience is a plus
Experience in administrative processes (e.g. budgeting, performance management)
Ability to spot safety risks and address needs quickly
Problem-solving aptitude
Excellent organizational and leadership skills
High school diploma or equivalent; degree from a vocational school or BSc/BA in Facility Management is preferred
Valid Certified Professional Maintenance Manager (CPMM) is a plus
",https://resources.workable.com/hotel-maintenance-manager-job-description,"Hotel Maintenance Manager job descriptionIn this role, you should be organized and proactive. Familiarity with electrical, plumbing and HVAC systems is essential. If you’re also committed to meeting health and safety standards, we’d like to meet you.
Your goal will be to ensure our hotel premises are safe and functional for guests and employees alike.
"
Hotel Manager,"Supervise work at all levels (receptionists, kitchen staff, maids, office employees etc.) and set clear objectives
Plan activities and allocate responsibilities to achieve the most efficient operating model
Manage budgets/expenses, analyze and interpret financial information and monitor sales and profits
Develop and implement an intuitive and efficient marketing strategy to promote the hotel’s services
Communicate with customers when appropriate (welcome them in the facilities, address their complaints, find solutions to problems, offer information etc.) 
Deal with maintenance issues, shortages in staff or equipment, renovations etc.
Collaborate with external parties such as suppliers, travel agencies, event/conference planners etc.
Inspect facilities regularly and enforce strict compliance with health and safety standards
","Proven experience as Hotel Manager or relevant role
Fluency in English; knowledge of other languages is a plus
Understanding of all hotel management best practices and relevant laws and guidelines
Working knowledge of MS Office; knowledge of hotel management software (PMS) is an advantage
Excellent customer service skills as well as a business mindset
Demonstrable aptitude in decision-making and problem-solving
Reliable with an ability to multi-task and work well under pressure
Outstanding leadership skills and a great attention to detail
Degree in Business Administration, Hotel/Hospitality Management or relevant field
",https://resources.workable.com/hotel-manager-job-description,"Hotel Manager job descriptionThe hotel manager must be able to guide the employees to work as a well-functioning team. Therefore, the ideal candidate will be a team player and an effective leader, able to set examples and foster a climate of cooperation. 
The goal is to enhance customer dedication and expand our clientele by strengthening our hotel’s reputation.
"
Housekeeper,"Perform a variety of cleaning activities such as sweeping, mopping, dusting and polishing
Ensure all rooms are cared for and inspected according to standards
Protect equipment and make sure there are no inadequacies
Notify superiors on any damages, deficits and disturbances
Deal with reasonable complaints/requests with professionalism and patience
Check stocking levels of all consumables and replace when appropriate
Adhere strictly to rules regarding health and safety and be aware of any company-related practices
","Proven experience as a cleaner or housekeeper
Ability to work with little supervision and maintain a high level of performance
Customer-oriented and friendly
Prioritization and time management skills 
Working quickly without compromising quality
Knowledge of English language
High school degree
",https://resources.workable.com/housekeeper-job-description,"Housekeeper job descriptionThe goal is to create a clean and orderly environment for our guests that will become a critical factor in maintaining and strengthening our reputation.
"
Human Resources (HR),,,https://resources.workable.com/category/job-descriptions/human-resources-job-descriptions/,
Human Resources Manager (HR Manager),"Develop and implement HR strategies and initiatives aligned with the overall business strategy
Bridge management and employee relations by addressing demands, grievances or other issues
Manage the recruitment and selection process
Support current and future business needs through the development, engagement, motivation and preservation of human capital
Develop and monitor overall HR strategies, systems, tactics and procedures across the organization
Nurture a positive working environment
Oversee and manage a performance appraisal system that drives high performance
Maintain pay plan and benefits program
Assess training needs to apply and monitor training programs
Report to management and provide decision support through HR metrics
Ensure legal compliance throughout human resource management
","Proven working experience as HR manager or other HR executive
People oriented and results driven
Demonstrable experience with humanr resources metrics
Knowledge of HR systems and databases
Ability to architect strategy along with leadership skills
Excellent active listening, negotiation and presentation skills
Competence to build and effectively manage interpersonal relationships at all levels of the company
In-depth knowledge of labor law and HR best practices
BS/MS degree in Human Resources or related field
",https://resources.workable.com/hr-manager-job-description,"Human Resources Manager (HR Manager) job descriptionThe goal is to promote corporate values and enable business success through human resources management, including job design, recruitment, performance management, training & development, employment cycle changes, talent management, and facilities management services.
 
"
IT Analyst,"Communicate with stakeholders to understand their requirements
Develop and analyze functional specifications
Design efficient IT systems to meet business and technology needs
Coordinate developers to build and implement technology solutions
Integrate multiple systems and reconcile needs of different teams
Gather feedback from end users about system performance
Plan and oversee projects (e.g. upgrades, hardware/software installations)
Provide advice and technical training
Keep abreast of technology trends and developments
","Proven experience as an IT Analyst, IT Consultant or similar role
Experience in project management
Knowledge of databases, system security and troubleshooting
Understanding of business practices
Excellent communication skills
Analytical mindset
Problem-solving aptitude
BSc/BA in Computer Science, Engineering or a related field
",https://resources.workable.com/it-analyst-job-description,"IT Analyst job descriptionIn this role, you should be highly analytical and able to understand business needs. Excellent communication skills and problem-solving abilities are essential. If you also have hands-on experience with technical projects, we’d like to meet you.
Your goal will be to leverage technology to meet organizational needs.
"
IT Consultant,"Understand customer requirements and business objectives
Provide strategic advice on using technology to achieve goals
Manage IT initiatives and collaborate with in-house technical staff
Design IT systems and networks ensuring the right architecture and functionality
Support new technology implementation
Train users in new and existing IT systems
Provide assistance with technical issues
Revise existing systems and suggest improvements
Produce reports
","Proven experience as IT Consultant
Ability to troubleshoot hardware,software and network problems
Experience with various operating systems and databases
Experience in project management
An analytical mind with problem-solving abilities
A team player with excellent communication and presentation skills
Customer service orientation
Interpersonal skills
BSc/BA in computer science, IT or relevant field; MSc/MBA in business will be a plus
Professional certification (e.g. CompTIA A+) is an asset
",https://resources.workable.com/it-consultant-job-description,"IT Consultant job descriptionAn IT consultant must be knowledgeable and customer-oriented. Communication is everything for a consultant so we expect you to amaze us with your presentation skills. We’re further looking for superior technical expertise and a problem-solving aptitude.
"
IT Coordinator,"Institute protocols for the use of IT across departments and projects
Provide advice on the most suitable IT choices
Provide technical support or training for systems and networks
Act as link between end users and higher level support
Install and configure software and hardware (printers, network cards etc.)
Monitor system and network performance
Perform troubleshooting, repairs and data restoration
Performance maintenance activities (e.g. backups)
Maintain licenses and upgrade schedules
Collaborate with other professionals to maintain standards and functionality
","Proven experience as IT coordinator or similar role
Experience in network management and help desk support is appreciated
Solid knowledge of IT systems and applications
Understanding of TCP/IP protocols and LAN/WAN configuration
Ability to troubleshoot and repair issues
Strong communication and interpersonal skills
Great attention to detail
Excellent organizational and coordination abilities
BSc/BA in information technology or computer science is preferred
Certification (CompTIA Network+, CompTIA Security+ etc.) is a plus
",https://resources.workable.com/it-coordinator-job-description,"IT Coordinator job descriptionAn IT coordinator must be knowledgeable in software, hardware and networks. They must be critical thinkers and problem-solvers with great attention to detail. Since end user support and teamwork are important aspects of the role, excellent communication and people skills are required.
"
IT Director,"Oversee all technology operations (e.g. network security) and evaluate them according to established goals
Devise and establish IT policies and systems to support the implementation of strategies set by upper management
Analyze the business requirements of all departments to determine their technology needs
Purchase efficient and cost effective technological equipment and software
Inspect the use of technological equipment and software to ensure functionality and efficiency
Identify the need for upgrades, configurations or new systems and report to upper management
Coordinate IT managers and supervise computer scientists, technicians and other professionals to provide guidance
Control budget and report on expenditure
Assist in building relationships with vendors and creating cost-efficient contracts
","Proven experience as IT director or similar role
Experience in analysis, implementation and evaluation of IT systems and their specifications
Sound understanding of computer systems (hardware/software), networks etc.
Experience in controlling information technology budget
Excellent organizational and leadership skills
Outstanding communication abilities
BSc/BA in computer science, engineering or relevant field; MSc/MA will be a plus
",https://resources.workable.com/it-director-job-description,"IT Director job descriptionAn excellent IT director is very knowledgeable in IT and computer systems. They have a solid technical background while able to manage and motivate people. The ideal candidate will be experienced in creating and implementing IT policies and systems that will meet objectives.
The goal is to ensure IT systems and people are effective and functioning within the limits of budget, time and specifications of the company.
"
IT Help Desk Technician,"Serve as the first point of contact for customers seeking technical assistance over the phone or email
Perform remote troubleshooting through diagnostic techniques and pertinent questions
Determine the best solution based on the issue and details provided by customers
Walk the customer through the problem-solving process
Direct unresolved issues to the next level of support personnel
Provide accurate information on IT products or services
Record events and problems and their resolution in logs
Follow-up and update customer status and information
Pass on any feedback or suggestions by customers to the appropriate internal team
Identify and suggest possible improvements on procedures
","Proven experience as a help desk technician or other customer support role
Tech savvy with working knowledge of office automation products, databases and remote control
Good understanding of computer systems, mobile devices and other tech products
Ability to diagnose and resolve basic technical issues
Proficiency in English
Excellent communication skills
Customer-oriented and cool-tempered
BSc/BA in IT, Computer Science or relevant field
",https://resources.workable.com/it-help-desk-technician-job-description,"IT Help Desk Technician job descriptionAn excellent Help desk technician must have good technical knowledge and be able to communicate effectively to understand the problem and explain its solution. They must also be customer-oriented and patient to deal with difficult customers. 
The goal is to create value for clients that will help preserve the company’s reputation and business.
"
IT Manager,"Manage information technology and computer systems
Plan, organize, control and evaluate IT and electronic data operations
Manage IT staff by recruiting, training and coaching employees, communicating job expectations and appraising their performance
Design, develop, implement and coordinate systems, policies and procedures
Ensure security of data, network access and backup systems
Act in alignment with user needs and system functionality to contribute to organizational policy
Identify problematic areas and implement strategic solutions in time
Audit systems and assess their outcomes
Preserve assets, information security and control structures
Handle annual budget and ensure cost effectiveness
","Proven working experience as an IT manager or relevant experience
Excellent knowledge of technical management, information analysis and of computer hardware/software systems
Expertise in data centre management and data governance
Hands-on experience with computer networks, network administration and network installation
Ability to manage personnel
BS in Computer Science, MIS or similar field
",https://resources.workable.com/it-manager-job-description,"IT Manager job descriptionThe successful candidate will have improved skills, a proven professional experience and a detailed knowledge of industry’s best practice processes.
"
IT Technician,"Set up workstations with computers and necessary peripheral devices (routers, printers etc.)
Check computer hardware (HDD, mouses, keyboards etc.) to ensure functionality
Install and configure appropriate software and functions according to specifications
Develop and maintain local networks in ways that optimize performance
Ensure security and privacy of networks and computer systems
Provide orientation and guidance to users on how to operate new software and computer equipment
Organize and schedule upgrades and maintenance without deterring others from completing their work
Perform troubleshooting to diagnose and resolve problems (repair or replace parts, debugging etc.)
Maintain records/logs of repairs and fixes and maintenance schedule
Identify computer or network equipment shortages and place orders
","Proven experience as IT Technician or relevant position
Excellent diagnostic and problem solving skills
Excellent communication ability
Outstanding organizational and time-management skills
In depth understanding of diverse computer systems and networks
Good knowledge of internet security and data privacy principles
Degree in Computer Science, engineering or relevant field
Certification as IT Technician will be an advantage (e.g. CompTIA A+, Microsoft Certified IT Professional)
",https://resources.workable.com/it-technician-job-description,"IT Technician job descriptionA successful IT Technician must have a thorough knowledge of computer software and hardware and a variety of internet applications, networks and operating systems. The ideal candidate will also have great troubleshooting abilities and attention to detail.
The goal is to build and maintain updated and efficient computer systems and networks to optimize the role of technology on business sustainability.
"
Illustrator,"Prepare rough drafts according to requirements
Combine hand-drawing and painting with digital media to create complete illustrations
Refine designs with illustration software
Use various colors, graphics and effects to better visualize each concept
Format images using computer-aided design (CAD) software
Apply isometric techniques to add perspective to complex shapes
Participate in design briefs with clients, editors and/or marketers to identify their needs
Define time and budget limitations
Ensure that printed illustrations meet quality and color standards
Brainstorm with the design team to come up with new ideas, patterns and styles
Stay up-to-date with new design techniques and software
","Proven work experience as an Illustrator, Graphic Designer or similar role
Demonstrable portfolio of completed illustrations
Hands-on experience with computer-aided design (CAD) software
Solid knowledge of image editing and digital sketching software, like Photoshop, Indesign and Adobe Illustrator
Drawing skills with an attention to detail (both by hand and digital pen)
Strong aesthetic and conceptual skills
Ability to collaborate and meet deadlines
BSc degree in Design, Visual Arts or relevant qualification
",https://resources.workable.com/illustrator-job-description,"Illustrator job descriptionUltimately, you will create illustrations that meet quality standards under ambitious deadlines.
"
Information Technology (IT),,,https://resources.workable.com/category/job-descriptions/information-technology-job-descriptions/,
Inside Sales Manager,"Manage the inside sales representatives team
Set and track sales targets for your team
Suggest and implement improvements in the sales administration process
Coordinate department projects to meet deadlines
Report on sales metrics and suggest improvements
Prepare monthly, quarterly and annual sales forecasts
Use customer feedback to generate ideas about new features or products
Research and discover methods to increase customer engagement
Ensure sales, finance and legal policies and procedures are met
Build an open-communication environment for your team
Liaise with Marketing and Product Development departments to ensure brand consistency and increase sales
","Proven work experience as an Inside sales manager
Hands on experience with CRM software and MS Excel
In-depth understanding of the sales administration process
Excellent interpersonal and team management skills
Strong analytical and organizational skills
Numerical abilities and problem-solving attitude
BSc degree in Sales, Business Administration or relevant field
",https://resources.workable.com/inside-sales-manager-job-description,"Inside Sales Manager job descriptionThe Inside Sales Manager will monitor sales metrics and manage the entire sales administration process. They will collaborate with various professionals, so it’s essential that they have excellent communication skills and feel comfortable working in a team environment. They should also be able to lead and motivate the sales team to achieve specific goals.
Ultimately, the Inside Sales Manager should be able to build a high-performance sales team to ensure customer satisfaction.
"
